,drug_co,occurs
3059,"('fluoxetine', 'norfentanyl')",1
3060,"('glucose', 'norfentanyl')",1
3061,"('glucose', 'oxycodone')",1
3062,"('miscellaneous', 'norfentanyl')",1
3063,"('analgesics', 'azithromycin')",1
3064,"('analgesics', 'nortriptyline')",1
3065,"('analgesics', 'piperacillin')",1
3066,"('antibiotics', 'anticonvulsants')",1
3067,"('antibiotics', 'azithromycin')",1
3068,"('antibiotics', 'gabapentin')",1
3069,"('antibiotics', 'nortriptyline')",1
3070,"('anticonvulsants', 'azithromycin')",1
3071,"('anticonvulsants', 'piperacillin')",1
3072,"('antidepressants', 'azithromycin')",1
3073,"('antidepressants', 'piperacillin')",1
3074,"('azithromycin', 'benzodiazepine')",1
3075,"('azithromycin', 'clonazepam')",1
3076,"('azithromycin', 'gabapentin')",1
3077,"('azithromycin', 'nortriptyline')",1
3078,"('azithromycin', 'paroxetine')",1
3079,"('azithromycin', 'piperacillin')",1
3080,"('benzodiazepine', 'nortriptyline')",1
3081,"('clonazepam', 'gabapentin')",1
3082,"('clonazepam', 'nortriptyline')",1
3083,"('clonazepam', 'piperacillin')",1
3084,"('gabapentin', 'piperacillin')",1
3085,"('nortriptyline', 'paroxetine')",1
3086,"('nortriptyline', 'piperacillin')",1
3087,"('paroxetine', 'piperacillin')",1
3088,"('antibiotics', 'fentanyl')",1
3089,"('clonazepam', 'levofloxacin')",1
3090,"('fentanyl', 'levofloxacin')",1
3091,"('amphetamine', 'antihistamines')",1
3092,"('amphetamine', 'doxylamine')",1
3093,"('amphetamine', 'hydroxyzine')",1
3094,"('amphetamine', 'metoprolol')",1
3095,"('doxylamine', 'stimulants')",1
3096,"('6_mam', 'amitriptyline')",1
3097,"('6_mam', 'oxcarbazepine')",1
3098,"('6_mam', 'tramadol')",1
3099,"('6_mam', 'tramadol_aggregate')",1
3100,"('alphahydroxyalprazolam', 'anticonvulsants')",1
3101,"('alphahydroxyalprazolam', 'duloxetine')",1
3102,"('alphahydroxyalprazolam', 'gastrointestionals')",1
3103,"('alphahydroxyalprazolam', 'nordiazapam')",1
3104,"('alphahydroxyalprazolam', 'oxcarbazepine')",1
3105,"('alphahydroxyalprazolam', 'promethazine')",1
3106,"('alphahydroxyalprazolam', 'tramadol')",1
3107,"('alphahydroxyalprazolam', 'tramadol_aggregate')",1
3108,"('amitriptyline', 'codeine')",1
3109,"('amitriptyline', 'gastrointestionals')",1
3110,"('amitriptyline', 'heroin_from_combo')",1
3111,"('amitriptyline', 'nordiazapam')",1
3112,"('amitriptyline', 'oxcarbazepine')",1
3113,"('amitriptyline', 'promethazine')",1
3114,"('amitriptyline', 'tramadol')",1
3115,"('amitriptyline', 'tramadol_aggregate')",1
3116,"('codeine', 'oxcarbazepine')",1
3117,"('codeine', 'tramadol')",1
3118,"('codeine', 'tramadol_aggregate')",1
3119,"('duloxetine', 'eddp')",1
3120,"('duloxetine', 'oxcarbazepine')",1
3121,"('duloxetine', 'tramadol')",1
3122,"('duloxetine', 'tramadol_aggregate')",1
3123,"('heroin_from_combo', 'oxcarbazepine')",1
3124,"('heroin_from_combo', 'tramadol')",1
3125,"('heroin_from_combo', 'tramadol_aggregate')",1
3126,"('alcohols', 'benztropine')",1
3127,"('alcohols', 'naloxone')",1
3128,"('alcohols', 'neurologicals')",1
3129,"('alcohols', 'opioid_antagonist')",1
3130,"('anticonvulsants', 'benztropine')",1
3131,"('anticonvulsants', 'naloxone')",1
3132,"('anticonvulsants', 'neurologicals')",1
3133,"('anticonvulsants', 'opioid_antagonist')",1
3134,"('benztropine', 'dextromethorphan')",1
3135,"('benztropine', 'ethanol')",1
3136,"('benztropine', 'methadone')",1
3137,"('benztropine', 'naloxone')",1
3138,"('benztropine', 'otc_cold_remedies')",1
3139,"('benztropine', 'opioid_antagonist')",1
3140,"('benztropine', 'oxcarbazepine')",1
3141,"('benztropine', 'topiramate')",1
3142,"('benztropine', 'tramadol')",1
3143,"('benztropine', 'tramadol_aggregate')",1
3144,"('dextromethorphan', 'naloxone')",1
3145,"('dextromethorphan', 'neurologicals')",1
3146,"('dextromethorphan', 'opioid_antagonist')",1
3147,"('ethanol', 'naloxone')",1
3148,"('ethanol', 'neurologicals')",1
3149,"('ethanol', 'opioid_antagonist')",1
3150,"('methadone', 'naloxone')",1
3151,"('methadone', 'neurologicals')",1
3152,"('methadone', 'opioid_antagonist')",1
3153,"('methadone', 'oxcarbazepine')",1
3154,"('methadone', 'sertraline')",1
3155,"('methadone', 'topiramate')",1
3156,"('naloxone', 'neurologicals')",1
3157,"('naloxone', 'otc_cold_remedies')",1
3158,"('naloxone', 'oxcarbazepine')",1
3159,"('naloxone', 'sertraline')",1
3160,"('naloxone', 'topiramate')",1
3161,"('naloxone', 'tramadol')",1
3162,"('naloxone', 'tramadol_aggregate')",1
3163,"('neurologicals', 'otc_cold_remedies')",1
3164,"('neurologicals', 'opioid_antagonist')",1
3165,"('neurologicals', 'oxcarbazepine')",1
3166,"('neurologicals', 'topiramate')",1
3167,"('neurologicals', 'tramadol')",1
3168,"('neurologicals', 'tramadol_aggregate')",1
3169,"('otc_cold_remedies', 'opioid_antagonist')",1
3170,"('opioid_antagonist', 'oxcarbazepine')",1
3171,"('opioid_antagonist', 'sertraline')",1
3172,"('opioid_antagonist', 'topiramate')",1
3173,"('opioid_antagonist', 'tramadol')",1
3174,"('opioid_antagonist', 'tramadol_aggregate')",1
3175,"('7aminoclonazepam', 'lorazepam')",1
3176,"('lorazepam', 'quetiapine')",1
3177,"('anticonvulsants', 'mdma')",1
3178,"('hydrocodone', 'mdma')",1
3179,"('hydrocodone', 'valproicacid')",1
3180,"('mdma', 'valproicacid')",1
3181,"('methadone', 'valproicacid')",1
3182,"('dihydrocodeine', 'valproicacid')",1
3183,"('nordiazapam', 'valproicacid')",1
3184,"('mda', 'thc')",1
3185,"('mda', 'thc_cooh')",1
3186,"('mdma', 'thc_cooh')",1
3187,"('alcohols', 'gastrointestionals')",1
3188,"('alcohols', 'pregabalin')",1
3189,"('alcohols', 'promethazine')",1
3190,"('amphetamines', 'gastrointestionals')",1
3191,"('amphetamines', 'pregabalin')",1
3192,"('amphetamines', 'promethazine')",1
3193,"('barbituates', 'gastrointestionals')",1
3194,"('barbituates', 'mda')",1
3195,"('barbituates', 'promethazine')",1
3196,"('barbituates', 'sertraline')",1
3197,"('barbituates', 'topiramate')",1
3198,"('cocaine', 'dextromethorphan')",1
3199,"('cocaine', 'eddp')",1
3200,"('cocaine', 'eszopiclone')",1
3201,"('cocaine', 'otc_cold_remedies')",1
3202,"('cocaine', 'oxcarbazepine')",1
3203,"('cocaine', 'pregabalin')",1
3204,"('cocaine', 'topiramate')",1
3205,"('cocaine', 'tramadol')",1
3206,"('cocaine', 'tramadol_aggregate')",1
3207,"('dextromethorphan', 'mda')",1
3208,"('eszopiclone', 'gastrointestionals')",1
3209,"('eszopiclone', 'mda')",1
3210,"('eszopiclone', 'oxcarbazepine')",1
3211,"('eszopiclone', 'oxycodone')",1
3212,"('eszopiclone', 'oxymorphone')",1
3213,"('eszopiclone', 'pregabalin')",1
3214,"('eszopiclone', 'promethazine')",1
3215,"('eszopiclone', 'sertraline')",1
3216,"('eszopiclone', 'topiramate')",1
3217,"('ethanol', 'gastrointestionals')",1
3218,"('ethanol', 'pregabalin')",1
3219,"('ethanol', 'promethazine')",1
3220,"('gastrointestionals', 'mda')",1
3221,"('gastrointestionals', 'pregabalin')",1
3222,"('gastrointestionals', 'sertraline')",1
3223,"('gastrointestionals', 'topiramate')",1
3224,"('hydrocodone', 'pregabalin')",1
3225,"('hydrocodone', 'sertraline')",1
3226,"('hydromorphone', 'sertraline')",1
3227,"('mda', 'otc_cold_remedies')",1
3228,"('mda', 'oxcarbazepine')",1
3229,"('mda', 'pregabalin')",1
3230,"('mda', 'promethazine')",1
3231,"('mda', 'sertraline')",1
3232,"('mda', 'stimulants')",1
3233,"('mda', 'topiramate')",1
3234,"('mda', 'tramadol')",1
3235,"('mda', 'tramadol_aggregate')",1
3236,"('oxcarbazepine', 'oxycodone')",1
3237,"('oxcarbazepine', 'oxymorphone')",1
3238,"('oxcarbazepine', 'sedatives_hypnotics')",1
3239,"('oxycodone', 'pregabalin')",1
3240,"('oxycodone', 'sertraline')",1
3241,"('oxycodone', 'topiramate')",1
3242,"('oxymorphone', 'pregabalin')",1
3243,"('oxymorphone', 'sertraline')",1
3244,"('oxymorphone', 'topiramate')",1
3245,"('pregabalin', 'promethazine')",1
3246,"('pregabalin', 'sedatives_hypnotics')",1
3247,"('pregabalin', 'sertraline')",1
3248,"('pregabalin', 'topiramate')",1
3249,"('promethazine', 'sertraline')",1
3250,"('promethazine', 'topiramate')",1
3251,"('sedatives_hypnotics', 'sertraline')",1
3252,"('sedatives_hypnotics', 'topiramate')",1
3253,"('sertraline', 'stimulants')",1
3254,"('stimulants', 'topiramate')",1
3255,"('alphahydroxyalprazolam', 'antibiotics')",1
3256,"('alphahydroxyalprazolam', 'barbituates')",1
3257,"('alphahydroxyalprazolam', 'fluoxetine')",1
3258,"('alphahydroxyalprazolam', 'levofloxacin')",1
3259,"('alphahydroxyalprazolam', 'nordoxepin')",1
3260,"('amitriptyline', 'antibiotics')",1
3261,"('amitriptyline', 'barbituates')",1
3262,"('amitriptyline', 'fluoxetine')",1
3263,"('amitriptyline', 'levofloxacin')",1
3264,"('amitriptyline', 'nordoxepin')",1
3265,"('antibiotics', 'barbituates')",1
3266,"('antibiotics', 'fluoxetine')",1
3267,"('antibiotics', 'miscellaneous')",1
3268,"('antibiotics', 'narcotics')",1
3269,"('antibiotics', 'nordoxepin')",1
3270,"('antibiotics', 'oxazepam')",1
3271,"('barbituates', 'levofloxacin')",1
3272,"('barbituates', 'narcotics')",1
3273,"('barbituates', 'nordoxepin')",1
3274,"('fluoxetine', 'levofloxacin')",1
3275,"('fluoxetine', 'narcotics')",1
3276,"('fluoxetine', 'nordoxepin')",1
3277,"('levofloxacin', 'miscellaneous')",1
3278,"('levofloxacin', 'narcotics')",1
3279,"('levofloxacin', 'nordoxepin')",1
3280,"('levofloxacin', 'oxazepam')",1
3281,"('miscellaneous', 'nordoxepin')",1
3282,"('narcotics', 'nordoxepin')",1
3283,"('nordoxepin', 'oxazepam')",1
3284,"('nordoxepin', 'stimulants')",1
3285,"('alprazolam', 'mdma')",1
3286,"('antipsycotics', 'benzoylecgonine')",1
3287,"('antipsycotics', 'delta_9_carboxy_thc')",1
3288,"('antipsycotics', 'delta_9_thc')",1
3289,"('benzoylecgonine', 'quetiapine')",1
3290,"('delta_9_carboxy_thc', 'mda')",1
3291,"('delta_9_carboxy_thc', 'mdma')",1
3292,"('delta_9_carboxy_thc', 'quetiapine')",1
3293,"('delta_9_thc', 'mda')",1
3294,"('delta_9_thc', 'mdma')",1
3295,"('delta_9_thc', 'quetiapine')",1
3296,"('eddp', 'mdma')",1
3297,"('eddp', 'quetiapine')",1
3298,"('quetiapine', 'thc_aggregate')",1
3299,"('6_mam', 'sertraline')",1
3300,"('alcohols', 'duloxetine')",1
3301,"('amphetamines', 'duloxetine')",1
3302,"('anticonvulsants', 'doxylamine')",1
3303,"('carboxy_thc', 'duloxetine')",1
3304,"('carboxy_thc', 'sertraline')",1
3305,"('cardiovascular', 'duloxetine')",1
3306,"('cardiovascular', 'sertraline')",1
3307,"('codeine', 'sertraline')",1
3308,"('dextromethorphan', 'diltiazem')",1
3309,"('dextromethorphan', 'doxylamine')",1
3310,"('diltiazem', 'duloxetine')",1
3311,"('diltiazem', 'gabapentin')",1
3312,"('diltiazem', 'otc_cold_remedies')",1
3313,"('diltiazem', 'paroxetine')",1
3314,"('diltiazem', 'sertraline')",1
3315,"('doxylamine', 'duloxetine')",1
3316,"('doxylamine', 'gabapentin')",1
3317,"('doxylamine', 'otc_cold_remedies')",1
3318,"('duloxetine', 'ethanol')",1
3319,"('duloxetine', 'methamphetamine')",1
3320,"('duloxetine', 'norfentanyl')",1
3321,"('duloxetine', 'sertraline')",1
3322,"('duloxetine', 'thc_aggregate')",1
3323,"('gabapentin', 'methamphetamine')",1
3324,"('gabapentin', 'norfentanyl')",1
3325,"('gabapentin', 'sertraline')",1
3326,"('heroin_from_combo', 'sertraline')",1
3327,"('morphine', 'sertraline')",1
3328,"('sertraline', 'thc_aggregate')",1
3329,"('cardiovascular', 'chloropheniramine')",1
3330,"('chloropheniramine', 'diltiazem')",1
3331,"('chloropheniramine', 'fentanyl')",1
3332,"('chloropheniramine', 'norfentanyl')",1
3333,"('carboxy_thc', 'nordiazapam')",1
3334,"('11_hydroxy_delta_9_thc', 'anticonvulsants')",1
3335,"('11_hydroxy_delta_9_thc', 'antidepressants')",1
3336,"('11_hydroxy_delta_9_thc', 'carboxy_thc')",1
3337,"('11_hydroxy_delta_9_thc', 'eszopiclone')",1
3338,"('11_hydroxy_delta_9_thc', 'levetiracetam')",1
3339,"('11_hydroxy_delta_9_thc', 'norfluoxetine')",1
3340,"('11_hydroxy_delta_9_thc', 'paroxetine')",1
3341,"('11_hydroxy_delta_9_thc', 'sedatives_hypnotics')",1
3342,"('11_hydroxy_delta_9_thc', 'stimulants')",1
3343,"('amphetamine', 'levetiracetam')",1
3344,"('amphetamines', 'levetiracetam')",1
3345,"('carboxy_thc', 'eddp')",1
3346,"('carboxy_thc', 'eszopiclone')",1
3347,"('carboxy_thc', 'norfluoxetine')",1
3348,"('eszopiclone', 'levetiracetam')",1
3349,"('eszopiclone', 'thc_aggregate')",1
3350,"('hydrocodone', 'levetiracetam')",1
3351,"('hydromorphone', 'levetiracetam')",1
3352,"('levetiracetam', 'norfluoxetine')",1
3353,"('levetiracetam', 'sedatives_hypnotics')",1
3354,"('norfluoxetine', 'thc_aggregate')",1
3355,"('antihistamines', 'ephedrine')",1
3356,"('diltiazem', 'ephedrine')",1
3357,"('doxylamine', 'ephedrine')",1
3358,"('alcohols', 'norvenlafaxine')",1
3359,"('analgesics', 'norvenlafaxine')",1
3360,"('anticonvulsants', 'norvenlafaxine')",1
3361,"('anticonvulsants', 'salicylates')",1
3362,"('antidepressants', 'norvenlafaxine')",1
3363,"('ethanol', 'norvenlafaxine')",1
3364,"('gabapentin', 'nicotine')",1
3365,"('gabapentin', 'norvenlafaxine')",1
3366,"('gabapentin', 'salicylates')",1
3367,"('nicotine', 'norvenlafaxine')",1
3368,"('norvenlafaxine', 'paroxetine')",1
3369,"('norvenlafaxine', 'salicylates')",1
3370,"('norvenlafaxine', 'stimulants')",1
3371,"('cocaine', 'valproicacid')",1
3372,"('hydromorphone', 'quetiapine')",1
3373,"('hydromorphone', 'valproicacid')",1
3374,"('mda', 'valproicacid')",1
3375,"('diazepam', 'mda')",1
3376,"('amphetamine', 'cotinine')",1
3377,"('amphetamine', 'lorazepam')",1
3378,"('amphetamines', 'cotinine')",1
3379,"('cardiovascular', 'cotinine')",1
3380,"('cotinine', 'diltiazem')",1
3381,"('cotinine', 'methamphetamine')",1
3382,"('cotinine', 'oxymorphone')",1
3383,"('diltiazem', 'hydrocodone')",1
3384,"('diltiazem', 'hydromorphone')",1
3385,"('diltiazem', 'oxymorphone')",1
3386,"('analgesics', 'doxepin')",1
3387,"('analgesics', 'levofloxacin')",1
3388,"('analgesics', 'zolpidem')",1
3389,"('antibiotics', 'cardiovascular')",1
3390,"('antibiotics', 'doxepin')",1
3391,"('antibiotics', 'hydromorphone')",1
3392,"('antibiotics', 'metoprolol')",1
3393,"('antibiotics', 'nicotine')",1
3394,"('antibiotics', 'nordiazapam')",1
3395,"('antibiotics', 'oxymorphone')",1
3396,"('antibiotics', 'salicylates')",1
3397,"('antibiotics', 'sedatives_hypnotics')",1
3398,"('antibiotics', 'trazodone')",1
3399,"('antibiotics', 'zolpidem')",1
3400,"('antidepressants', 'zolpidem')",1
3401,"('benzodiazepine', 'zolpidem')",1
3402,"('cardiovascular', 'doxepin')",1
3403,"('cardiovascular', 'levofloxacin')",1
3404,"('cardiovascular', 'nicotine')",1
3405,"('cardiovascular', 'zolpidem')",1
3406,"('dextromethorphan', 'nicotine')",1
3407,"('dextromethorphan', 'salicylates')",1
3408,"('dextromethorphan', 'zolpidem')",1
3409,"('doxepin', 'hydromorphone')",1
3410,"('doxepin', 'levofloxacin')",1
3411,"('doxepin', 'metoprolol')",1
3412,"('doxepin', 'nicotine')",1
3413,"('doxepin', 'nordiazapam')",1
3414,"('doxepin', 'oxycodone')",1
3415,"('doxepin', 'oxymorphone')",1
3416,"('doxepin', 'salicylates')",1
3417,"('doxepin', 'sedatives_hypnotics')",1
3418,"('doxepin', 'zolpidem')",1
3419,"('eddp', 'metoprolol')",1
3420,"('eddp', 'nicotine')",1
3421,"('eddp', 'salicylates')",1
3422,"('eddp', 'zolpidem')",1
3423,"('hydromorphone', 'levofloxacin')",1
3424,"('hydromorphone', 'zolpidem')",1
3425,"('levofloxacin', 'metoprolol')",1
3426,"('levofloxacin', 'morphine')",1
3427,"('levofloxacin', 'nicotine')",1
3428,"('levofloxacin', 'nordiazapam')",1
3429,"('levofloxacin', 'oxymorphone')",1
3430,"('levofloxacin', 'salicylates')",1
3431,"('levofloxacin', 'sedatives_hypnotics')",1
3432,"('levofloxacin', 'trazodone')",1
3433,"('levofloxacin', 'zolpidem')",1
3434,"('metoprolol', 'nicotine')",1
3435,"('metoprolol', 'oxycodone')",1
3436,"('metoprolol', 'oxymorphone')",1
3437,"('metoprolol', 'tramadol')",1
3438,"('metoprolol', 'tramadol_aggregate')",1
3439,"('metoprolol', 'trazodone')",1
3440,"('metoprolol', 'zolpidem')",1
3441,"('morphine', 'zolpidem')",1
3442,"('nicotine', 'nordiazapam')",1
3443,"('nicotine', 'otc_cold_remedies')",1
3444,"('nicotine', 'oxycodone')",1
3445,"('nicotine', 'oxymorphone')",1
3446,"('nicotine', 'tramadol')",1
3447,"('nicotine', 'tramadol_aggregate')",1
3448,"('nicotine', 'zolpidem')",1
3449,"('nordiazapam', 'salicylates')",1
3450,"('nordiazapam', 'sedatives_hypnotics')",1
3451,"('nordiazapam', 'trazodone')",1
3452,"('nordiazapam', 'zolpidem')",1
3453,"('otc_cold_remedies', 'salicylates')",1
3454,"('otc_cold_remedies', 'zolpidem')",1
3455,"('opioids', 'zolpidem')",1
3456,"('oxycodone', 'salicylates')",1
3457,"('oxycodone', 'zolpidem')",1
3458,"('oxymorphone', 'salicylates')",1
3459,"('oxymorphone', 'trazodone')",1
3460,"('oxymorphone', 'zolpidem')",1
3461,"('paroxetine', 'zolpidem')",1
3462,"('salicylates', 'tramadol')",1
3463,"('salicylates', 'tramadol_aggregate')",1
3464,"('salicylates', 'trazodone')",1
3465,"('salicylates', 'zolpidem')",1
3466,"('sedatives_hypnotics', 'zolpidem')",1
3467,"('stimulants', 'zolpidem')",1
3468,"('tramadol', 'zolpidem')",1
3469,"('tramadol_aggregate', 'zolpidem')",1
3470,"('trazodone', 'zolpidem')",1
3471,"('alphahydroxyalprazolam', 'norfentanyl')",1
3472,"('alprazolam', 'chloropheniramine')",1
3473,"('caffeine', 'chloropheniramine')",1
3474,"('chloropheniramine', 'cotinine')",1
3475,"('chloropheniramine', 'oxycodone')",1
3476,"('chloropheniramine', 'stimulants')",1
3477,"('alcohols', 'mirtazapine')",1
3478,"('caffeine', 'mirtazapine')",1
3479,"('cotinine', 'mirtazapine')",1
3480,"('ethanol', 'mirtazapine')",1
3481,"('mirtazapine', 'nicotine')",1
3482,"('norfentanyl', 'pseudoephedrine')",1
3483,"('acetaminophen', 'cotinine')",1
3484,"('acetaminophen', 'dihydrocodeine')",1
3485,"('acetaminophen', 'opiates')",1
3486,"('analgesics', 'cotinine')",1
3487,"('analgesics', 'dihydrocodeine')",1
3488,"('caffeine', 'dihydrocodeine')",1
3489,"('caffeine', 'opiates')",1
3490,"('caffeine', 'sedatives_hypnotics')",1
3491,"('cotinine', 'opiates')",1
3492,"('cotinine', 'salicylates')",1
3493,"('dihydrocodeine', 'opiates')",1
3494,"('dihydrocodeine', 'salicylates')",1
3495,"('hydrocodone', 'opiates')",1
3496,"('hydrocodone', 'salicylates')",1
3497,"('hydromorphone', 'opiates')",1
3498,"('opiates', 'salicylates')",1
3499,"('opiates', 'sedatives_hypnotics')",1
3500,"('opiates', 'stimulants')",1
3501,"('alphahydroxyalprazolam', 'amphetamine')",1
3502,"('alphahydroxyalprazolam', 'amphetamines')",1
3503,"('alphahydroxyalprazolam', 'benzoylecgonine')",1
3504,"('alphahydroxyalprazolam', 'cocaine')",1
3505,"('alphahydroxyalprazolam', 'methamphetamine')",1
3506,"('cocaine', 'dihydrocodeine')",1
3507,"('amphetamine', 'buprenorphine')",1
3508,"('amphetamine', 'pcp')",1
3509,"('amphetamines', 'pcp')",1
3510,"('barbituates', 'methadone')",1
3511,"('barbituates', 'pcp')",1
3512,"('barbituates', 'thc')",1
3513,"('benzodiazepine', 'pcp')",1
3514,"('buprenorphine', 'cocaine')",1
3515,"('buprenorphine', 'methadone')",1
3516,"('buprenorphine', 'opiates')",1
3517,"('buprenorphine', 'oxycodone')",1
3518,"('buprenorphine', 'pcp')",1
3519,"('cocaine', 'pcp')",1
3520,"('methadone', 'pcp')",1
3521,"('opiates', 'pcp')",1
3522,"('opioids', 'pcp')",1
3523,"('oxycodone', 'pcp')",1
3524,"('pcp', 'thc')",1
3525,"('pcp', 'thc_aggregate')",1
3526,"('6_mam', 'salicylates')",1
3527,"('alprazolam', 'analgesics')",1
3528,"('alprazolam', 'metoprolol')",1
3529,"('alprazolam', 'salicylates')",1
3530,"('diazepam', 'lorazepam')",1
3531,"('11_hydroxy_delta_9_thc', 'alphahydroxyalprazolam')",1
3532,"('alphahydroxyalprazolam', 'delta_9_carboxy_thc')",1
3533,"('alphahydroxyalprazolam', 'delta_9_thc')",1
3534,"('alphahydroxyalprazolam', 'thc_aggregate')",1
3535,"('6_mam', 'temazepam')",1
3536,"('benzoylecgonine', 'oxazepam')",1
3537,"('cocaine', 'temazepam')",1
3538,"('codeine', 'temazepam')",1
3539,"('delta_9_carboxy_thc', 'oxazepam')",1
3540,"('delta_9_carboxy_thc', 'temazepam')",1
3541,"('delta_9_thc', 'oxazepam')",1
3542,"('delta_9_thc', 'temazepam')",1
3543,"('heroin_from_combo', 'temazepam')",1
3544,"('morphine', 'temazepam')",1
3545,"('thc_aggregate', 'temazepam')",1
3546,"('benzoylecgonine', 'lorazepam')",1
3547,"('cocaine', 'thc_cooh')",1
3548,"('lorazepam', 'nicotine')",1
3549,"('7aminoclonazepam', 'citalopram')",1
3550,"('7aminoclonazepam', 'cotinine')",1
3551,"('7aminoclonazepam', 'aohalprazolam')",1
3552,"('alprazolam', 'chlorophenylpiperazine')",1
3553,"('alprazolam', 'citalopram')",1
3554,"('alprazolam', 'trazodone')",1
3555,"('chlorophenylpiperazine', 'citalopram')",1
3556,"('chlorophenylpiperazine', 'cotinine')",1
3557,"('chlorophenylpiperazine', 'dihydrocodeine')",1
3558,"('chlorophenylpiperazine', 'nicotine')",1
3559,"('chlorophenylpiperazine', 'thc')",1
3560,"('chlorophenylpiperazine', 'thc_aggregate')",1
3561,"('chlorophenylpiperazine', 'thc_cooh')",1
3562,"('chlorophenylpiperazine', 'aohalprazolam')",1
3563,"('citalopram', 'dihydrocodeine')",1
3564,"('citalopram', 'hydromorphone')",1
3565,"('citalopram', 'nicotine')",1
3566,"('citalopram', 'thc')",1
3567,"('citalopram', 'trazodone')",1
3568,"('citalopram', 'aohalprazolam')",1
3569,"('cotinine', 'trazodone')",1
3570,"('dihydrocodeine', 'nicotine')",1
3571,"('dihydrocodeine', 'trazodone')",1
3572,"('dihydrocodeine', 'aohalprazolam')",1
3573,"('hydrocodone', 'nicotine')",1
3574,"('sedatives_hypnotics', 'thc')",1
3575,"('sedatives_hypnotics', 'thc_cooh')",1
3576,"('thc', 'trazodone')",1
3577,"('thc_cooh', 'trazodone')",1
3578,"('oxymorphone', 'phenylpropanolamine')",1
3579,"('11_hydroxy_delta_9_thc', 'methadone')",1
3580,"('11_hydroxy_delta_9_thc', '7aminoclonazepam')",1
3581,"('11_hydroxy_delta_9_thc', 'cocaethylene')",1
3582,"('anticonvulsants', 'caffeine')",1
3583,"('anticonvulsants', 'cyclobenzaprine')",1
3584,"('antihistamines', 'cyclobenzaprine')",1
3585,"('antihistamines', 'gastrointestionals')",1
3586,"('antihistamines', 'oxazepam')",1
3587,"('antihistamines', 'oxymorphone')",1
3588,"('antihistamines', 'promethazine')",1
3589,"('caffeine', 'cyclobenzaprine')",1
3590,"('caffeine', 'duloxetine')",1
3591,"('caffeine', 'gabapentin')",1
3592,"('caffeine', 'gastrointestionals')",1
3593,"('caffeine', 'muscle_relaxants')",1
3594,"('caffeine', 'nordiazapam')",1
3595,"('caffeine', 'oxazepam')",1
3596,"('caffeine', 'oxymorphone')",1
3597,"('caffeine', 'promethazine')",1
3598,"('caffeine', 'temazepam')",1
3599,"('cyclobenzaprine', 'diphenhydramine')",1
3600,"('cyclobenzaprine', 'duloxetine')",1
3601,"('cyclobenzaprine', 'gabapentin')",1
3602,"('cyclobenzaprine', 'nordiazapam')",1
3603,"('cyclobenzaprine', 'oxazepam')",1
3604,"('cyclobenzaprine', 'oxymorphone')",1
3605,"('cyclobenzaprine', 'stimulants')",1
3606,"('cyclobenzaprine', 'temazepam')",1
3607,"('diphenhydramine', 'duloxetine')",1
3608,"('diphenhydramine', 'gastrointestionals')",1
3609,"('diphenhydramine', 'oxazepam')",1
3610,"('diphenhydramine', 'oxycodone')",1
3611,"('diphenhydramine', 'oxymorphone')",1
3612,"('diphenhydramine', 'promethazine')",1
3613,"('diphenhydramine', 'temazepam')",1
3614,"('duloxetine', 'muscle_relaxants')",1
3615,"('duloxetine', 'oxazepam')",1
3616,"('duloxetine', 'oxycodone')",1
3617,"('duloxetine', 'oxymorphone')",1
3618,"('duloxetine', 'stimulants')",1
3619,"('duloxetine', 'temazepam')",1
3620,"('gabapentin', 'gastrointestionals')",1
3621,"('gabapentin', 'muscle_relaxants')",1
3622,"('gabapentin', 'nordiazapam')",1
3623,"('gabapentin', 'promethazine')",1
3624,"('gastrointestionals', 'temazepam')",1
3625,"('muscle_relaxants', 'nordiazapam')",1
3626,"('muscle_relaxants', 'oxazepam')",1
3627,"('muscle_relaxants', 'oxymorphone')",1
3628,"('muscle_relaxants', 'temazepam')",1
3629,"('promethazine', 'temazepam')",1
3630,"('stimulants', 'temazepam')",1
3631,"('alcohols', 'odesmethylvenlafaxine')",1
3632,"('alcohols', 'venlafaxine')",1
3633,"('anticonvulsants', 'odesmethylvenlafaxine')",1
3634,"('anticonvulsants', 'venlafaxine')",1
3635,"('cotinine', 'lamotrigine')",1
3636,"('cotinine', 'odesmethylvenlafaxine')",1
3637,"('cotinine', 'venlafaxine')",1
3638,"('ethanol', 'odesmethylvenlafaxine')",1
3639,"('ethanol', 'venlafaxine')",1
3640,"('lamotrigine', 'nicotine')",1
3641,"('lamotrigine', 'odesmethylvenlafaxine')",1
3642,"('lamotrigine', 'venlafaxine')",1
3643,"('nicotine', 'odesmethylvenlafaxine')",1
3644,"('nicotine', 'venlafaxine')",1
3645,"('odesmethylvenlafaxine', 'stimulants')",1
3646,"('stimulants', 'venlafaxine')",1
3647,"('alprazolam', 'gastrointestionals')",1
3648,"('alprazolam', 'paroxetine')",1
3649,"('alprazolam', 'promethazine')",1
3650,"('benzoylecgonine', 'gastrointestionals')",1
3651,"('benzoylecgonine', 'promethazine')",1
3652,"('benzoylecgonine', 'sedatives_hypnotics')",1
3653,"('cocaine', 'aohalprazolam')",1
3654,"('cotinine', 'gastrointestionals')",1
3655,"('cotinine', 'paroxetine')",1
3656,"('cotinine', 'promethazine')",1
3657,"('gastrointestionals', 'nicotine')",1
3658,"('nicotine', 'promethazine')",1
